time/iterations,time/total_timesteps,time/time_elapsed,train/mean_reward,time/fps,train/reward,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/entropy_loss
14,274432,208,0.12500662,137,-1.603425,0.034033203125,28.380403518676758,0.0063317996,0.04583817720413208,1330,0.0001,-0.005796199265751057,1.0979039669036865,52.695655250549315,0.2,-43.84107384681702
15,276480,223,0.12527312,137,0.06825143,0.158251953125,4.733277797698975,0.017422393,0.5090292692184448,1340,0.0001,-0.012149170173506718,1.0986554622650146,13.361263075470925,0.2,-43.858388900756836
1,278528,14,0.12572454,139,0.021593342,0.146630859375,79.45995330810547,0.015428446,0.13475757837295532,1350,0.0001,-0.013082229217980057,1.0997819900512695,79.80616555213928,0.2,-43.880306935310365
2,280576,28,0.12593938,143,0.31166705,0.13271484375,46.546409606933594,0.01264837,0.1260344386100769,1360,0.0001,-0.009169104004104155,1.1009294986724854,98.94849934577942,0.2,-43.91065018177032
3,282624,42,0.1259116,145,2.0313075,0.116455078125,11.26915168762207,0.012630453,0.1810346245765686,1370,0.0001,-0.007995323638897388,1.1016221046447754,19.4720165848732,0.2,-43.93703451156616
4,284672,56,0.12616922,146,-0.06861543,0.080615234375,14.902708053588867,0.010434675,0.10875129699707031,1380,0.0001,-0.00905476218322292,1.1023719310760498,73.89615216255189,0.2,-43.95543782711029
5,286720,69,0.1266723,146,-0.023882648,0.162548828125,20.511207580566406,0.015438009,0.19678032398223877,1390,0.0001,-0.008719236894103232,1.1040561199188232,77.48941572904587,0.2,-43.984094977378845
6,288768,83,0.12672919,147,0.06335564,0.19619140625,41.46522521972656,0.023088131,0.02914375066757202,1400,0.0001,-0.0054054561886005105,1.1053283214569092,93.63759306669235,0.2,-44.02472891807556
7,290816,97,0.12739958,146,3.877882,0.171630859375,12.719337463378906,0.01742899,0.18483984470367432,1410,0.0001,-0.012699747618171386,1.106843113899231,21.682335984706878,0.2,-44.058911895751955
8,292864,112,0.1280009,145,0.21284905,0.0587890625,52.38901138305664,0.0106322365,0.07681912183761597,1420,0.0001,-0.006588148277660366,1.107511043548584,181.63087363243102,0.2,-44.0899973154068
9,294912,126,0.12847024,146,1.5980303,0.18671875,25.867904663085938,0.02011142,0.15608245134353638,1430,0.0001,-0.008785229283967055,1.1090610027313232,126.92396748065948,0.2,-44.11942710876465
10,296960,139,0.12853087,146,-3.2615476,0.124853515625,18.361255645751953,0.012692989,0.18225789070129395,1440,0.0001,-0.007891101902350784,1.1095811128616333,27.849314630031586,0.2,-44.14893801212311
11,299008,154,0.1289794,145,-0.8262194,0.126611328125,65.25196075439453,0.011882461,0.0882028341293335,1450,0.0001,-0.013542677486839239,1.1100451946258545,115.10666919946671,0.2,-44.1599841594696
12,301056,171,0.12904102,143,0.5368544,0.096533203125,90.13101959228516,0.01027428,0.04598039388656616,1460,0.0001,-0.008217153523582965,1.1105068922042847,133.9070743560791,0.2,-44.17232241630554
13,303104,185,0.1292093,143,-1.4346344,0.13779296875,49.45426940917969,0.014923977,0.015033364295959473,1470,0.0001,-0.010914535657502712,1.1114720106124878,78.13357748985291,0.2,-44.190200614929196
14,305152,201,0.12952143,142,-0.3832513,0.089697265625,6.158753395080566,0.011164244,0.48232823610305786,1480,0.0001,-0.014232134880148805,1.1119343042373657,14.63443083167076,0.2,-44.20995323657989
15,307200,216,0.12999918,142,1.2760682,0.100830078125,33.27385330200195,0.010737946,0.1602712869644165,1490,0.0001,-0.007609021672396921,1.1125907897949219,103.73816905021667,0.2,-44.22363996505737
1,309248,13,0.1305252,150,4.468023,0.160009765625,42.90543746948242,0.01522684,0.19145888090133667,1500,0.0001,-0.008107279933756217,1.114089846611023,114.58502221107483,0.2,-44.242945432662964
2,311296,27,0.13054913,146,0.88128406,0.104541015625,12.432331085205078,0.013242162,0.3686370849609375,1510,0.0001,-0.01175499161472544,1.1140307188034058,31.44665722846985,0.2,-44.27224652767181
3,313344,45,0.13084663,135,-1.6085733,0.14619140625,95.3296890258789,0.016266286,0.13723891973495483,1520,0.0001,-0.012550704805471468,1.1143862009048462,115.93707056045533,0.2,-44.27437658309937
4,315392,60,0.13164116,135,-0.0065485016,0.07705078125,89.99307250976562,0.009783217,0.1350751519203186,1530,0.0001,-0.007387634036422242,1.114757776260376,176.92197966575623,0.2,-44.28372848033905
5,317440,75,0.13171835,136,-0.54009306,0.031884765625,40.74265670776367,0.006058169,0.019042611122131348,1540,0.0001,-0.008138840850733686,1.1149955987930298,147.501730799675,0.2,-44.29111132621765
6,319488,89,0.13252258,137,1.9187751,0.110107421875,18.246084213256836,0.012185644,0.2537643313407898,1550,0.0001,-0.004337840333755593,1.1153184175491333,33.900687229633334,0.2,-44.298639965057376
7,321536,103,0.13312428,138,0.03563035,0.055224609375,135.2154083251953,0.008690331,0.11111706495285034,1560,0.0001,-0.006754277800791897,1.1160266399383545,233.91223340034486,0.2,-44.3114676952362
8,323584,117,0.13365738,140,15.23817,0.043994140625,50.912017822265625,0.0060006855,0.07638394832611084,1570,0.0001,-0.007014248904306441,1.1162619590759277,242.47749576568603,0.2,-44.323821330070494
9,325632,130,0.13336492,141,2.479159,0.11171875,15.038202285766602,0.013383112,0.2248063087463379,1580,0.0001,-0.015551254636375234,1.116554617881775,41.62200016975403,0.2,-44.32949538230896
10,327680,144,0.13388498,142,0.35359654,0.091064453125,245.50656127929688,0.01120328,0.03885328769683838,1590,0.0001,-0.012725897600466851,1.1173009872436523,191.25792595148087,0.2,-44.34381911754608
11,329728,157,0.13453873,142,0.4976704,0.07021484375,59.67565155029297,0.011465073,0.14337289333343506,1600,0.0001,-0.010944186420238112,1.1180137395858765,161.7338221549988,0.2,-44.361778020858765
12,331776,172,0.13435338,142,-0.8374246,0.238330078125,65.6644515991211,0.01828896,0.022046804428100586,1610,0.0001,-0.008336447304463946,1.1196067333221436,133.66332778930663,0.2,-44.396556758880614
13,333824,188,0.1346178,141,0.6052262,0.219189453125,6.8759918212890625,0.022765413,0.5734299421310425,1620,0.0001,-0.01037577097886242,1.1214663982391357,12.785517266392707,0.2,-44.43644802570343
14,335872,202,0.13494255,141,0.42611977,0.05654296875,34.16486358642578,0.0103985425,0.24614191055297852,1630,0.0001,-0.00861031584063312,1.121984839439392,104.4493700504303,0.2,-44.469717788696286
15,337920,217,0.13539287,141,1.7427796,0.083154296875,46.03950119018555,0.010391056,0.1304873824119568,1640,0.0001,-0.006226406924542971,1.122247338294983,106.20601720809937,0.2,-44.48086423873902
1,339968,13,0.13567956,157,-2.5564039,0.187890625,16.49620246887207,0.02143024,0.1538742184638977,1650,0.0001,-0.0035873465589247645,1.1225265264511108,42.56470115184784,0.2,-44.485150527954104
2,342016,28,0.13622767,145,0.14547436,0.19453125,71.13435363769531,0.015942305,0.18713486194610596,1660,0.0001,-0.012249595270259307,1.1242609024047852,124.2462443113327,0.2,-44.51060786247253
3,344064,41,0.13659883,146,0.5634719,0.214404296875,48.54075241088867,0.017551959,0.1617676019668579,1670,0.0001,-0.007992307789390907,1.1266088485717773,152.0949786901474,0.2,-44.569991087913515
4,346112,56,0.1370018,144,1.5000827,0.126220703125,64.29521942138672,0.012722805,0.028673171997070312,1680,0.0001,-0.004689797149330844,1.126697063446045,133.27069532871246,0.2,-44.598008441925046
5,348160,70,0.13751295,145,0.011761649,0.239306640625,11.14221477508545,0.016120741,0.4921993017196655,1690,0.0001,-0.010100834743934684,1.128307580947876,22.69747299551964,0.2,-44.62310056686401
6,350208,84,0.13811855,145,-1.0002475,0.13525390625,100.28849792480469,0.014356783,0.18545031547546387,1700,0.0001,-0.01306220465048682,1.12953782081604,182.5001826286316,0.2,-44.65525596141815
7,352256,98,0.13867086,145,-1.9537641,0.024951171875,80.92926025390625,0.004555342,0.07563728094100952,1710,0.0001,-0.004052048063022085,1.129747748374939,195.77059168815612,0.2,-44.674821281433104
8,354304,112,0.13878961,145,-0.07276134,0.062744140625,28.178251266479492,0.0076849973,0.22017306089401245,1720,0.0001,-0.005463945391238667,1.1299245357513428,47.39028044939041,0.2,-44.67926759719849
9,356352,126,0.13913143,145,-1.6402556,0.046240234375,52.86310577392578,0.006994138,0.1315518021583557,1730,0.0001,-0.007876795194169972,1.13019859790802,142.33959591388702,0.2,-44.68485879898071
10,358400,141,0.13958986,145,-0.025817214,0.055712890625,48.15604019165039,0.0076162443,0.219524085521698,1740,0.0001,-0.004482182164792903,1.130327582359314,125.29251189231873,0.2,-44.68952243328094
11,360448,155,0.1396648,145,-3.769181,0.08173828125,105.71886444091797,0.013118254,0.05250197649002075,1750,0.0001,-0.007255290569446515,1.1306825876235962,162.85514793395996,0.2,-44.6949138879776
12,362496,170,0.13998751,144,1.970724,0.108349609375,11.170978546142578,0.015836466,0.39634984731674194,1760,0.0001,-0.008563489170046523,1.1317464113235474,23.067237836122512,0.2,-44.715806531906125
13,364544,184,0.14029609,143,1.9641839,0.060986328125,103.73820495605469,0.008611545,0.14632785320281982,1770,0.0001,-0.006758178661402781,1.1320174932479858,172.1859545469284,0.2,-44.73106527328491
14,366592,199,0.14061409,143,-7.6939454,0.117041015625,57.230979919433594,0.011998214,0.20317679643630981,1780,0.0001,-0.005296617967542261,1.133013129234314,109.17438154220581,0.2,-44.745456671714784
15,368640,213,0.14079128,143,-0.9524156,0.130029296875,32.518157958984375,0.015743362,0.2796204686164856,1790,0.0001,-0.008987059893843252,1.1332606077194214,39.72668431997299,0.2,-44.76433479785919
1,370688,13,0.14123091,152,0.64836854,0.16943359375,66.37361907958984,0.016632596,0.14999252557754517,1800,0.0001,-0.0003328020975459367,1.1347566843032837,132.1267976999283,0.2,-44.78711445331574
2,372736,27,0.1418266,148,-1.2312863,0.1640625,162.07345581054688,0.018838126,0.17349469661712646,1810,0.0001,-0.005435856251278892,1.1362900733947754,144.54295539855957,0.2,-44.819551181793216
3,374784,42,0.1417615,143,2.2660894,0.05849609375,77.93635559082031,0.0083189905,0.04307591915130615,1820,0.0001,-0.008561970444134204,1.1366568803787231,128.68492419719695,0.2,-44.85058581829071
4,376832,58,0.14209834,140,0.32543832,0.11533203125,9.764126777648926,0.015232699,0.37434446811676025,1830,0.0001,-0.006650170806096867,1.1373796463012695,22.877832680940628,0.2,-44.86173007488251
5,378880,74,0.14264476,137,-1.0876716,0.0517578125,102.79434967041016,0.006697732,0.14554256200790405,1840,0.0001,-0.006755960597365629,1.1376277208328247,139.4106885433197,0.2,-44.87580142021179
6,380928,90,0.14322756,135,-5.181624,0.053955078125,48.293426513671875,0.006431952,0.11618000268936157,1850,0.0001,-0.0035509231238393113,1.137696623802185,185.5392842769623,0.2,-44.87904133796692
7,382976,104,0.14320321,136,0.22275132,0.07216796875,29.67262077331543,0.009218439,0.062261343002319336,1860,0.0001,-0.0052274583824328145,1.1380022764205933,54.12633168697357,0.2,-44.88322913646698
8,385024,120,0.14351341,136,-0.13301606,0.082373046875,149.2606658935547,0.013493802,0.12643355131149292,1870,0.0001,-0.012303939678531606,1.1388270854949951,160.3565928697586,0.2,-44.89906394481659
9,387072,134,0.14373839,136,0.24800593,0.060888671875,62.14399337768555,0.0077433363,0.13430523872375488,1880,0.0001,-0.004718133446294815,1.1388592720031738,156.93711404800416,0.2,-44.90952570438385
10,389120,149,0.14422676,137,-1.8628443,0.177392578125,81.78579711914062,0.023556054,0.029722869396209717,1890,0.0001,-0.004515241121407598,1.1390008926391602,188.13543190956116,0.2,-44.91044731140137
11,391168,164,0.14453417,137,0.5837624,0.1263671875,13.416345596313477,0.013555442,0.4500596523284912,1900,0.0001,-0.009836150884802919,1.1400845050811768,21.83244734406471,0.2,-44.92779417037964
12,393216,178,0.1451512,137,-0.05350432,0.03603515625,57.841434478759766,0.0042724553,0.10960268974304199,1910,0.0001,-0.0030939552641939374,1.1402900218963623,171.70825991630554,0.2,-44.94259583950043
13,395264,192,0.14556602,138,-5.3042617,0.0484375,66.85747528076172,0.009280756,0.09835118055343628,1920,0.0001,-0.0050210638539283535,1.1405417919158936,191.0182116508484,0.2,-44.94801442623138
14,397312,207,0.14577411,138,5.3158355,0.073095703125,18.127117156982422,0.011362109,0.17305874824523926,1930,0.0001,-0.0038658852048683912,1.1407806873321533,46.45040061473846,0.2,-44.95507380962372
15,399360,221,0.1460466,138,-0.49635667,0.0787109375,39.41682815551758,0.008890796,0.09757095575332642,1940,0.0001,-0.007314597324875649,1.1410852670669556,127.5388170003891,0.2,-44.96257057189941
1,401408,14,0.14659749,145,0.03948543,0.098583984375,58.996482849121094,0.016782813,0.11035418510437012,1950,0.0001,-0.002975343551952392,1.1413068771362305,194.6841640472412,0.2,-44.96988809108734
2,403456,28,0.14672488,141,2.6789026,0.1400390625,91.29064178466797,0.01652621,0.05187201499938965,1960,0.0001,-0.010710283525986597,1.1423419713974,185.90386910438536,0.2,-44.98484311103821
3,405504,44,0.147167,139,0.2218893,0.125,10.867826461791992,0.013907789,0.43430906534194946,1970,0.0001,-0.00693488702236209,1.14279043674469,32.27028665542603,0.2,-45.00277533531189
4,407552,59,0.14795208,136,-0.6487233,0.09130859375,103.32941436767578,0.013589594,0.11762237548828125,1980,0.0001,-0.008507487589668017,1.1435649394989014,239.0574369430542,0.2,-45.01771388053894
5,409600,73,0.14869289,138,2.7187278,0.0958984375,99.22260284423828,0.011049485,0.11175417900085449,1990,0.0001,-0.015626120672095567,1.1441009044647217,307.84227175712584,0.2,-45.03465502262115
6,411648,88,0.14890109,139,1.3413116,0.193701171875,30.562532424926758,0.02207418,0.22052758932113647,2000,0.0001,-0.003232458687853068,1.1450779438018799,76.3200618982315,0.2,-45.051643061637876
7,413696,102,0.14949878,139,0.05486348,0.1728515625,136.55380249023438,0.015407441,0.11439967155456543,2010,0.0001,-0.0018962215857754928,1.1462032794952393,264.53184309005735,0.2,-45.08137469291687
8,415744,117,0.15044147,139,-0.32797357,0.168017578125,141.25157165527344,0.018957634,0.1425723433494568,2020,0.0001,-0.0029589420882984996,1.1478937864303589,320.2823050022125,0.2,-45.11838984489441
9,417792,132,0.15055926,139,-1.2879741,0.04140625,120.11965942382812,0.0064327703,0.02783787250518799,2030,0.0001,-0.007420402590651065,1.1480305194854736,343.6738351821899,0.2,-45.14052405357361
10,419840,147,0.15124592,139,-1.2114823,0.181298828125,27.67913055419922,0.01981521,0.46561121940612793,2040,0.0001,-0.012620663075358607,1.1491621732711792,39.46910650730133,0.2,-45.15710208415985
11,421888,162,0.15203418,138,-0.53799564,0.157861328125,122.435302734375,0.018440627,0.1142432689666748,2050,0.0001,-0.006422062085039215,1.1502699851989746,349.1325017929077,0.2,-45.18198204040527
12,423936,176,0.1526847,138,11.398158,0.07900390625,131.0529327392578,0.008637488,0.15498507022857666,2060,0.0001,-0.004932994781120215,1.1506050825119019,277.6781798839569,0.2,-45.202431774139406
13,425984,191,0.15282172,138,-4.5938087,0.04296875,20.553178787231445,0.0075059216,0.1881667971611023,2070,0.0001,-0.006204914279805962,1.1509509086608887,57.66710255146027,0.2,-45.2102085351944
14,428032,207,0.15338829,138,0.6413633,0.0296875,106.58055114746094,0.00669053,0.15601569414138794,2080,0.0001,-0.009459672795492225,1.151689052581787,233.96973292827607,0.2,-45.22308776378632
15,430080,221,0.15417166,138,-0.79875255,0.05732421875,255.1099395751953,0.009223072,0.1402965784072876,2090,0.0001,-0.009540094720432536,1.1520707607269287,328.4127459526062,0.2,-45.236628603935245
1,432128,14,0.15438059,144,-0.1467813,0.0751953125,99.62390899658203,0.011237048,0.05112689733505249,2100,0.0001,-0.005602433235617354,1.152240514755249,334.75746669769285,0.2,-45.245854544639585
2,434176,28,0.15479621,144,0.33536887,0.1142578125,10.518771171569824,0.012967544,0.5735754370689392,2110,0.0001,-0.009936979188933038,1.1529043912887573,26.885040998458862,0.2,-45.25395038127899
3,436224,42,0.1556609,144,0.32459077,0.0609375,202.74830627441406,0.009582013,0.18636679649353027,2120,0.0001,-0.006551202165428549,1.153412103652954,251.17667574882506,0.2,-45.269619369506835
4,438272,56,0.15632024,144,-14.27055,0.117333984375,264.1939392089844,0.010255979,0.1458907127380371,2130,0.0001,-0.007929411485383753,1.1547154188156128,390.2411531448364,0.2,-45.29229347705841
5,440320,71,0.15644252,143,-9.241569,0.158251953125,37.891822814941406,0.01722321,0.30945587158203125,2140,0.0001,-0.006367754381790292,1.1554118394851685,64.11872336864471,0.2,-45.31825823783875
6,442368,85,0.15688664,143,-1.0968572,0.08984375,148.14144897460938,0.013356943,0.167649507522583,2150,0.0001,-0.008643592600128614,1.1559711694717407,264.5403571009636,0.2,-45.33387718200684
7,444416,100,0.15774488,142,0.05858492,0.131689453125,85.2159423828125,0.012517176,0.2069566249847412,2160,0.0001,-0.0007717280590441078,1.1561203002929688,273.8082521438599,0.2,-45.34310920238495
8,446464,115,0.15791526,142,-0.127021,0.041796875,244.1265869140625,0.008198651,0.05578255653381348,2170,0.0001,-0.007502067755558528,1.1565274000167847,363.01949253082273,0.2,-45.3488106250763
9,448512,130,0.15843067,141,-2.26721,0.074560546875,15.423824310302734,0.012360803,0.5486663281917572,2180,0.0001,-0.008730792705318891,1.1565852165222168,33.811629509925844,0.2,-45.35539395809174
10,450560,145,0.1592046,140,-1.2959479,0.032177734375,209.18624877929688,0.0064423634,0.16426843404769897,2190,0.0001,-0.0076224920863751326,1.1567041873931885,330.38657026290895,0.2,-45.35697910785675
11,452608,160,0.15999618,140,-11.254576,0.13818359375,149.47059631347656,0.01495881,0.16885524988174438,2200,0.0001,-0.011169425013940781,1.157341480255127,327.8318364620209,0.2,-45.36432473659515
12,454656,175,0.16001241,139,-10.371469,0.05126953125,27.62734031677246,0.00893264,0.17861098051071167,2210,0.0001,-0.008135766189661808,1.157751202583313,78.15508301258087,0.2,-45.38117182254791
13,456704,191,0.160456,138,-2.51681,0.035595703125,135.11451721191406,0.006402341,0.1686340570449829,2220,0.0001,-0.005896655311153154,1.1583304405212402,289.41972784996034,0.2,-45.39153797626496
14,458752,205,0.16131476,139,-0.25852117,0.02265625,130.9932403564453,0.00485342,0.2331218123435974,2230,0.0001,-0.008099847471748944,1.158434271812439,279.8534951686859,0.2,-45.40186276435852
15,460800,219,0.16146858,140,1.6448516,0.07373046875,150.3974151611328,0.0073466813,0.08291482925415039,2240,0.0001,-0.004492959710478317,1.1592833995819092,361.8796292304993,0.2,-45.41420481204987
1,462848,13,0.1618964,156,5.773608,0.145849609375,15.125784873962402,0.016857486,0.5708852112293243,2250,0.0001,-0.010783191199880093,1.1593401432037354,30.389119362831117,0.2,-45.42297315597534
2,464896,28,0.16269943,143,2.0059128,0.0861328125,61.22816848754883,0.013272236,0.21232599020004272,2260,0.0001,-0.008093500295944977,1.1600784063339233,273.81501216888427,0.2,-45.43309288024902
3,466944,44,0.16322148,138,-2.419082,0.15458984375,97.52384948730469,0.0145081505,0.12956702709197998,2270,0.0001,-0.0096973260253435,1.1609026193618774,368.07889757156374,0.2,-45.45243210792542
4,468992,58,0.16331738,139,-16.460485,0.08271484375,26.058929443359375,0.011675799,0.23974591493606567,2280,0.0001,-0.009173017715511378,1.1610209941864014,55.699307239055635,0.2,-45.46450788974762
5,471040,73,0.16364485,139,3.2212393,0.078857421875,88.13524627685547,0.015700493,0.1695449948310852,2290,0.0001,-0.008129577867657644,1.1620614528656006,231.3788911819458,0.2,-45.477320766448976
6,473088,88,0.16452204,138,-0.30987287,0.019580078125,61.812252044677734,0.0037809678,0.20946651697158813,2300,0.0001,-0.0073288502026116475,1.1621596813201904,228.20641040802002,0.2,-45.49272837638855
7,475136,104,0.16464838,137,-1.3903077,0.1154296875,201.12193298339844,0.013334772,0.035753726959228516,2310,0.0001,-0.008063570328522474,1.1624653339385986,345.90568590164185,0.2,-45.498407220840456
8,477184,121,0.16502719,135,-2.5037785,0.11494140625,13.709362030029297,0.013513435,0.6156580746173859,2320,0.0001,-0.01203414902847726,1.1634989976882935,34.66604548692703,0.2,-45.51357789039612
9,479232,136,0.16577007,135,-1.1448189,0.114794921875,95.27815246582031,0.0130840605,0.2668655514717102,2330,0.0001,-0.006353452606708743,1.1648826599121094,257.5478894710541,0.2,-45.54618222713471
10,481280,151,0.16638583,135,1.957228,0.142919921875,191.26780700683594,0.016197596,0.18528592586517334,2340,0.0001,-0.009217605978483335,1.1655068397521973,410.043097114563,0.2,-45.566786766052246
11,483328,166,0.1664658,135,-2.176601,0.109228515625,36.92802810668945,0.01100898,0.3398779630661011,2350,0.0001,-0.008393852910376153,1.1656696796417236,85.32282741069794,0.2,-45.57964935302734
12,485376,181,0.16682433,135,0.8258889,0.065234375,53.87099838256836,0.010028306,0.20503997802734375,2360,0.0001,-0.0028912136796861885,1.1658339500427246,337.15275330543517,0.2,-45.581782293319705
13,487424,196,0.16750306,135,-0.884728,0.0384765625,197.2750701904297,0.006132994,0.3146953582763672,2370,0.0001,-0.008450852668465814,1.1660746335983276,265.4432242870331,0.2,-45.588340759277344
14,489472,211,0.16759951,135,0.8557863,0.087353515625,192.887939453125,0.010591527,0.08279669284820557,2380,0.0001,-0.007572523277485743,1.1665133237838745,324.27572531700133,0.2,-45.59564411640167
15,491520,225,0.16796474,136,2.052217,0.165234375,11.270846366882324,0.015978662,0.6201536953449249,2390,0.0001,-0.005514151728129945,1.1679422855377197,36.42371674776077,0.2,-45.61844129562378
1,493568,13,0.1684534,146,0.20982434,0.128759765625,213.14862060546875,0.014475914,0.2760806083679199,2400,0.0001,-0.00896248088502034,1.1690068244934082,286.4740056991577,0.2,-45.650956296920775
2,495616,29,0.16891442,138,10.880521,0.163134765625,178.41131591796875,0.015235221,0.23018372058868408,2410,0.0001,-0.004534578006132506,1.1704955101013184,265.46177711486814,0.2,-45.680007100105286
3,497664,47,0.16898075,129,13.203035,0.144482421875,19.880273818969727,0.017057315,0.3327884078025818,2420,0.0001,-0.008161107750493102,1.1709040403366089,57.416552376747134,0.2,-45.70397453308105
4,499712,63,0.16932227,128,-1.0222896,0.064404296875,53.70616149902344,0.010359109,0.20354950428009033,2430,0.0001,-0.006909759591508191,1.1717135906219482,226.4237558364868,0.2,-45.72047874927521
5,501760,79,0.16992302,128,0.72344774,0.217333984375,155.2359619140625,0.015608806,0.2983188033103943,2440,0.0001,-0.00029285687633091585,1.172054409980774,266.2694284915924,0.2,-45.733279776573184
6,503808,94,0.17002206,129,-0.5993329,0.142724609375,117.40765380859375,0.015138433,0.19891178607940674,2450,0.0001,-0.0008248865546192974,1.1727482080459595,244.49236211776733,0.2,-45.74679207801819
7,505856,108,0.17032586,131,-3.0966437,0.255712890625,13.748636245727539,0.020052925,0.6888068318367004,2460,0.0001,-0.00045273302966961635,1.17529296875,28.41710294485092,0.2,-45.787202548980716
8,507904,123,0.17091043,132,0.87831056,0.048291015625,117.18390655517578,0.007181699,0.2810460925102234,2470,0.0001,-0.009330525220866548,1.1757385730743408,282.2972719669342,0.2,-45.82452969551086
9,509952,137,0.17130658,133,10.744326,0.009521484375,152.31271362304688,0.0014797312,0.25743991136550903,2480,0.0001,-0.0028461201291065663,1.175817608833313,313.65958738327026,0.2,-45.8312554359436
10,512000,153,0.17133656,133,10.484211,0.0154296875,24.62412452697754,0.0043046353,0.4612300992012024,2490,0.0001,-0.0057404290942940864,1.1759884357452393,49.45668399333954,0.2,-45.83344705104828
11,514048,168,0.17176254,133,1.5742378,0.050537109375,36.7008171081543,0.00856502,0.19648104906082153,2500,0.0001,-0.009077384250849719,1.176350474357605,201.3755078315735,0.2,-45.84106171131134
12,516096,182,0.17221983,134,-0.42242727,0.021142578125,143.64076232910156,0.004400728,0.24962443113327026,2510,0.0001,-0.006128797712881351,1.1764323711395264,309.621390581131,0.2,-45.846740412712094
13,518144,197,0.17248435,135,-1.9877994,0.058740234375,87.01985931396484,0.010343797,0.1377621293067932,2520,0.0001,-0.0027199808886507527,1.1765249967575073,337.97102756500243,0.2,-45.84812960624695
14,520192,212,0.17287447,134,-2.3066401,0.10283203125,12.02290153503418,0.017269615,0.6308940052986145,2530,0.0001,-0.009898247668752446,1.1776424646377563,34.90470088720322,0.2,-45.860473251342775
15,522240,228,0.17344147,134,0.13026893,0.016455078125,285.7450866699219,0.0031344143,0.24850797653198242,2540,0.0001,-0.0032051479531219227,1.1780059337615967,389.37718162536623,0.2,-45.88220565319061
1,524288,14,0.17397185,142,27.37916,0.040283203125,216.12937927246094,0.007373275,0.22919529676437378,2550,0.0001,-0.005712020966166164,1.1782139539718628,360.52795758247373,0.2,-45.890218830108644
2,526336,28,0.17403546,141,-0.9842662,0.111865234375,22.71712303161621,0.013789,0.5276896059513092,2560,0.0001,-0.008034183768904768,1.1789425611495972,79.57163183689117,0.2,-45.89622938632965
3,528384,44,0.1744509,139,-0.34809926,0.150390625,163.66085815429688,0.024986448,0.201246440410614,2570,0.0001,-0.003658599339541979,1.1803220510482788,318.24585995674136,0.2,-45.9279042005539
4,530432,59,0.1751425,137,-0.61940676,0.074853515625,130.58685302734375,0.008749826,0.21532058715820312,2580,0.0001,-0.005692321660171728,1.1803810596466064,326.1759793281555,0.2,-45.94238770008087
5,532480,73,0.17523783,138,6.1170425,0.011376953125,137.63607788085938,0.0033085216,0.07024514675140381,2590,0.0001,-0.0033890768769197165,1.1804877519607544,409.6072564125061,0.2,-45.944980359077455
6,534528,90,0.17558235,135,1.3352978,0.154541015625,14.502789497375488,0.018649403,0.6524259448051453,2600,0.0001,-0.010030522805755027,1.1813535690307617,33.57935864925385,0.2,-45.955593729019164
7,536576,108,0.17617485,131,0.112151965,0.0818359375,161.2288360595703,0.0074796136,0.28171032667160034,2610,0.0001,-0.002041078649926931,1.1816462278366089,369.36309633255007,0.2,-45.971893835067746
8,538624,125,0.17674077,130,4.5194726,0.013818359375,261.9087829589844,0.0020063666,0.2480526566505432,2620,0.0001,-0.0020993288519093765,1.1817033290863037,382.9403678894043,0.2,-45.97610015869141
9,540672,139,0.17678553,132,-4.38203,0.074267578125,22.6141414642334,0.010281217,0.42541587352752686,2630,0.0001,-0.007724041824985761,1.1816402673721313,78.43381414413452,0.2,-45.976822304725644
10,542720,152,0.17719209,133,1.0307068,0.10673828125,136.2056121826172,0.012900744,0.19854217767715454,2640,0.0001,-0.0028663432865869256,1.1819777488708496,340.30931029319765,0.2,-45.98025541305542
11,544768,166,0.17767663,135,-0.3271197,0.13466796875,168.63560485839844,0.014705269,0.2713416814804077,2650,0.0001,-0.0036672908703621943,1.18221914768219,362.40138416290284,0.2,-45.98523573875427
12,546816,180,0.17778915,136,3.4756603,0.014599609375,177.47015380859375,0.0040545985,0.14597612619400024,2660,0.0001,-0.004980297965812497,1.1824650764465332,353.86151323318484,0.2,-45.99240446090698
13,548864,193,0.17800057,137,1.7168275,0.15634765625,13.293161392211914,0.025721658,0.7155953645706177,2670,0.0001,-0.009574738991796039,1.1827011108398438,25.71478677392006,0.2,-46.00012435913086
14,550912,207,0.17843112,138,0.8381864,0.13759765625,93.22467041015625,0.01858855,0.27229392528533936,2680,0.0001,-0.0016585810619289987,1.1832371950149536,274.24866394996644,0.2,-46.00624794960022
15,552960,221,0.1789629,138,1.5932062,0.13125,87.28828430175781,0.012032833,0.28414249420166016,2690,0.0001,-6.765447615180165e-05,1.1837753057479858,305.82889251708986,0.2,-46.02178430557251
1,555008,13,0.1789204,154,-9.154154,0.15703125,23.716815948486328,0.015739698,0.39122533798217773,2700,0.0001,-0.001538538737804629,1.1841684579849243,66.73718299865723,0.2,-46.03108832836151
2,557056,27,0.17940435,151,-1.2109518,0.110400390625,59.91902160644531,0.012623169,0.2373177409172058,2710,0.0001,-0.004188266182609368,1.185451626777649,277.34521503448485,0.2,-46.0522364616394
