time/iterations,time/total_timesteps,time/time_elapsed,train/mean_reward,time/fps,train/reward,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/entropy_loss
3,559104,40,0.18004146,150,-1.2490742,0.08388671875,321.6183776855469,0.011082731,0.29993051290512085,2720,0.0001,-0.002931013701891061,1.1855238676071167,361.1176990509033,0.2,-46.06927237510681
4,561152,54,0.18004355,149,1.3753527,0.03720703125,201.7667999267578,0.0064753974,0.1185869574546814,2730,0.0001,-0.00472789668419864,1.1856298446655273,400.2067275047302,0.2,-46.071378803253175
5,563200,68,0.18035838,149,-3.8565152,0.25927734375,8.27180004119873,0.027672336,0.7288058698177338,2740,0.0001,-0.004787872389715631,1.188325047492981,22.858715277910232,0.2,-46.103774952888486
6,565248,82,0.18098897,149,0.09335996,0.04638671875,82.77584075927734,0.004810061,0.33550238609313965,2750,0.0001,-0.0055731470420141704,1.1884359121322632,279.20019683837893,0.2,-46.13947329521179
7,567296,96,0.18145208,149,13.351329,0.0703125,216.5198974609375,0.00939266,0.12589502334594727,2760,0.0001,0.00017135997477453203,1.1886085271835327,336.63350281715395,0.2,-46.14288649559021
8,569344,109,0.18149807,149,4.7598724,0.05390625,27.672435760498047,0.008269458,0.5803736746311188,2770,0.0001,-0.009205799736082553,1.1889945268630981,71.6131609916687,0.2,-46.15028755664825
9,571392,123,0.1819014,148,-1.6692502,0.0626953125,91.09342956542969,0.00919329,0.2604169249534607,2780,0.0001,-0.007478960008302238,1.18905770778656,306.4001043319702,0.2,-46.1543402671814
10,573440,137,0.18253699,148,-0.24549325,0.025244140625,164.49493408203125,0.005678113,0.2650083303451538,2790,0.0001,-0.0016688737872755156,1.18925142288208,373.448316192627,0.2,-46.15807156562805
11,575488,152,0.18256117,148,7.458767,0.0134765625,51.842552185058594,0.0018084903,0.21257001161575317,2800,0.0001,-0.002377233402512502,1.1891871690750122,327.30344467163087,0.2,-46.15940442085266
12,577536,165,0.18302466,148,2.643674,0.143212890625,12.742857933044434,0.018676782,0.719051718711853,2810,0.0001,-0.008381818409543485,1.189447045326233,29.764112961292266,0.2,-46.16130931377411
13,579584,179,0.1837599,147,0.19063038,0.023583984375,86.42190551757812,0.0046242466,0.29358649253845215,2820,0.0001,-0.006160743757209275,1.189531683921814,344.9721077919006,0.2,-46.16607711315155
14,581632,193,0.18432742,147,-24.793772,0.0607421875,140.8326416015625,0.008351563,0.2877311706542969,2830,0.0001,-0.004276117103290744,1.189814567565918,471.0408871650696,0.2,-46.16955919265747
15,583680,207,0.1843257,147,0.68976706,0.2169921875,43.76089859008789,0.021422436,0.6159685850143433,2840,0.0001,-0.0015262422355590388,1.1905773878097534,78.08489654064178,0.2,-46.186648321151736
1,585728,13,0.18486503,152,-3.1112115,0.036865234375,278.4642333984375,0.0056822645,0.27308255434036255,2850,0.0001,-0.008699575070932043,1.1906625032424927,342.6313858270645,0.2,-46.19402904510498
2,587776,27,0.18534738,149,0.5640701,0.024072265625,229.4541473388672,0.005214435,0.298953115940094,2860,0.0001,-0.0034056636359309778,1.1906983852386475,369.64902262687684,0.2,-46.19503028392792
3,589824,41,0.1858821,148,-1.1538714,0.014990234375,297.1789245605469,0.0036198343,0.1976678967475891,2870,0.0001,-0.0025713397801155223,1.1907448768615723,504.3981563568115,0.2,-46.19521834850311
4,591872,55,0.18629457,147,1.2691212,0.179833984375,22.69171714782715,0.015185786,0.739118903875351,2880,0.0001,-0.005707604307099245,1.191279649734497,41.36357028484345,0.2,-46.20294785499573
5,593920,69,0.18701936,147,1.069024,0.00986328125,191.15557861328125,0.002571805,0.35895466804504395,2890,0.0001,-0.0017408889158105011,1.1914002895355225,445.2520895957947,0.2,-46.211287665367124
6,595968,83,0.1877839,147,-5.628977,0.021875,179.8729705810547,0.0039273025,0.3067184090614319,2900,0.0001,-0.003702099615475163,1.1914746761322021,466.18420829772947,0.2,-46.213757157325745
7,598016,98,0.18782984,144,-5.7621646,0.04052734375,55.41667175292969,0.0068611577,0.43203508853912354,2910,0.0001,-0.0029423152038361875,1.1917130947113037,110.94498805999756,0.2,-46.21745874881744
8,600064,114,0.18841891,142,0.1350934,0.031494140625,235.41880798339844,0.0058595985,0.27049940824508667,2920,0.0001,-0.0034962265097419733,1.1920561790466309,458.8063985824585,0.2,-46.222945022583005
9,602112,132,0.18919168,138,-1.2501178,0.012744140625,178.02011108398438,0.004030006,0.3115057349205017,2930,0.0001,-0.0019948435146943666,1.1920768022537231,447.6120393753052,0.2,-46.22922129631043
10,604160,148,0.18921314,137,3.5751948,0.010888671875,231.6396942138672,0.002387853,0.2139635682106018,2940,0.0001,-0.0022448575888120103,1.19212806224823,488.5959354400635,0.2,-46.22981221675873
11,606208,164,0.18954863,136,0.676386,0.18349609375,9.407867431640625,0.014953125,0.744502067565918,2950,0.0001,-0.00237974564297474,1.1934549808502197,30.139410853385925,0.2,-46.242742848396304
12,608256,180,0.19027281,136,-2.018725,0.06630859375,117.58796691894531,0.0116034,0.37031078338623047,2960,0.0001,-0.004278791695105611,1.19362211227417,346.8381368637085,0.2,-46.26559107303619
13,610304,197,0.1909221,134,-25.485752,0.116748046875,176.78494262695312,0.0127996355,0.29921954870224,2970,0.0001,-0.004261421733826864,1.1937229633331299,434.7161484718323,0.2,-46.267318916320804
14,612352,215,0.19095008,133,11.286159,0.26279296875,34.35056686401367,0.026870165,0.5345927178859711,2980,0.0001,0.0013382765479036606,1.1944034099578857,92.88321003913879,0.2,-46.27691404819488
15,614400,232,0.1914675,132,1.7335821,0.0978515625,96.99429321289062,0.009327555,0.32825881242752075,2990,0.0001,-0.002772646061202977,1.1946789026260376,341.8357560634613,0.2,-46.290777397155765
1,616448,17,0.19210966,114,0.061926495,0.0345703125,214.31361389160156,0.0046998784,0.36142247915267944,3000,0.0001,-0.0033842294695205057,1.1948455572128296,446.19565534591675,0.2,-46.29444489479065
2,618496,37,0.19216111,110,4.936284,0.018701171875,199.0410614013672,0.0035036607,0.2033938765525818,3010,0.0001,-0.0021173661109060047,1.194991111755371,330.747532749176,0.2,-46.29823911190033
3,620544,55,0.19260041,110,-2.199532,0.20576171875,19.0153865814209,0.020779338,0.7581920474767685,3020,0.0001,-0.01327937642345205,1.1960678100585938,42.88679196834564,0.2,-46.31212463378906
4,622592,72,0.19326434,112,2.987913,0.018994140625,111.62781524658203,0.00401459,0.3599931597709656,3030,0.0001,-0.0011644946149317547,1.1962025165557861,411.37752351760867,0.2,-46.32828147411347
5,624640,90,0.1938574,112,-6.0619397,0.04970703125,227.2866973876953,0.0038169257,0.35151052474975586,3040,0.0001,-0.003634451434481889,1.1962966918945312,375.3665096282959,0.2,-46.33061797618866
6,626688,108,0.193988,113,-2.621206,0.086181640625,56.16231155395508,0.010261837,0.5016014277935028,3050,0.0001,-0.005954783645574935,1.1964600086212158,106.88142786026,0.2,-46.33467183113098
7,628736,122,0.19449249,117,4.8658648,0.174169921875,472.05145263671875,0.017889567,0.33248353004455566,3060,0.0001,-0.010399863352358808,1.1970369815826416,383.1756353378296,0.2,-46.34454967975616
8,630784,136,0.19496435,120,-0.51154125,0.044482421875,111.80415344238281,0.0068192286,0.27600032091140747,3070,0.0001,-0.000819268730992917,1.1971948146820068,346.7543179512024,0.2,-46.35228703022003
9,632832,150,0.19532374,122,0.5916146,0.04580078125,216.75515747070312,0.0058752554,0.2506757974624634,3080,0.0001,-0.003972606358729536,1.1973389387130737,385.3190843582153,0.2,-46.35467426776886
10,634880,164,0.19568941,124,-6.82092,0.205908203125,19.591806411743164,0.020499334,0.7755120545625687,3090,0.0001,-0.006254412769339979,1.2006452083587646,40.037611877918245,0.2,-46.39393517971039
11,636928,178,0.19639762,126,-0.32412085,0.06923828125,170.7825469970703,0.007536873,0.328477680683136,3100,0.0001,-0.003546027193078771,1.200851321220398,415.6259021759033,0.2,-46.43757975101471
12,638976,192,0.19713102,127,1.4909514,0.028857421875,263.1660461425781,0.0029999116,0.3147006034851074,3110,0.0001,0.0007215795398224145,1.2009408473968506,462.9072901725769,0.2,-46.441032028198244
13,641024,206,0.19729769,128,5.2842445,0.174560546875,79.17475891113281,0.015647395,0.5186948478221893,3120,0.0001,-0.0017951627465663477,1.2016156911849976,126.30692520141602,0.2,-46.45209348201752
14,643072,220,0.19785999,130,-0.19924219,0.18427734375,211.315673828125,0.014077328,0.23685061931610107,3130,0.0001,-0.008443856883968693,1.2026273012161255,491.5548276424408,0.2,-46.469599556922915
15,645120,234,0.19853206,130,1.5070018,0.03203125,157.01290893554688,0.0043393467,0.39325207471847534,3140,0.0001,-0.004436559157329612,1.2031559944152832,464.2924980163574,0.2,-46.49059126377106
1,647168,13,0.19853285,152,0.60116315,0.0091796875,166.72572326660156,0.0030512149,0.29462379217147827,3150,0.0001,-0.002145278433454223,1.2030892372131348,421.0298679351807,0.2,-46.49578175544739
2,649216,27,0.19886442,147,-1.3157307,0.15205078125,19.61351203918457,0.024027884,0.7210803329944611,3160,0.0001,-0.004010505173937418,1.2026289701461792,40.134785091876985,0.2,-46.48827135562897
3,651264,41,0.19944823,147,0.76104003,0.017041015625,125.68142700195312,0.0031791166,0.34885263442993164,3170,0.0001,-0.0016780978461611086,1.202621579170227,337.3608829975128,0.2,-46.48206114768982
4,653312,55,0.1998268,146,8.558138,0.0576171875,99.94294738769531,0.010387482,0.27233511209487915,3180,0.0001,-0.0005048580569564365,1.2026005983352661,406.3605150222778,0.2,-46.48189265727997
5,655360,70,0.19991668,146,5.484915,0.19453125,38.11989212036133,0.027080579,0.3730573058128357,3190,0.0001,0.0014274929300881923,1.203497290611267,79.62420568466186,0.2,-46.48596510887146
6,657408,84,0.2003786,145,1.2171242,0.094677734375,79.68267059326172,0.010662356,0.32358622550964355,3200,0.0001,-0.0048371648779721,1.2041425704956055,280.3526041507721,0.2,-46.511912965774535
7,659456,98,0.20104475,145,0.042888157,0.14765625,133.0368194580078,0.012292725,0.37481606006622314,3210,0.0001,-0.0037631317783962,1.2044333219528198,466.3946780204773,0.2,-46.522416543960574
8,661504,112,0.2010359,145,0.5440482,0.0443359375,141.73167419433594,0.011445755,0.20424622297286987,3220,0.0001,-0.001393690002441872,1.205159068107605,438.3243011474609,0.2,-46.52896285057068
9,663552,126,0.2012231,145,2.024138,0.135986328125,17.81229019165039,0.0140133975,0.7532925456762314,3230,0.0001,-0.006736646399076562,1.206077218055725,38.550932908058165,0.2,-46.552956914901735
10,665600,141,0.20178744,145,1.0103304,0.049658203125,151.9713134765625,0.0067270775,0.41237807273864746,3240,0.0001,-0.0034929513538372705,1.206265926361084,248.3647966861725,0.2,-46.56651206016541
11,667648,155,0.2024112,145,4.2945395,0.218310546875,356.3390808105469,0.025540255,0.30493730306625366,3250,0.0001,-0.003263714553031605,1.206866979598999,428.9228976249695,0.2,-46.576059985160825
12,669696,169,0.20246957,145,-3.642864,0.146142578125,62.181663513183594,0.01721216,0.5223028361797333,3260,0.0001,-0.0014268606435507536,1.2072780132293701,96.47343327999116,0.2,-46.59050195217132
13,671744,183,0.20285921,145,-1.8960675,0.0984375,352.2562255859375,0.009057764,0.3528934121131897,3270,0.0001,-0.0047120549686951564,1.207974910736084,375.26904635429383,0.2,-46.600546622276305
14,673792,197,0.2030514,145,1.2404327,0.023681640625,190.8148956298828,0.004850648,0.37288278341293335,3280,0.0001,-0.001760858076158911,1.2083207368850708,361.70957260131837,0.2,-46.61394565105438
15,675840,211,0.20348996,145,-1.1585438,0.066552734375,240.92913818359375,0.008762976,0.24810248613357544,3290,0.0001,-0.0009365464757138398,1.208501935005188,376.91212739944456,0.2,-46.621458768844604
1,677888,13,0.20368896,149,-2.2356822,0.22412109375,15.681275367736816,0.022244912,0.6817212402820587,3300,0.0001,-0.003952299585216678,1.209447979927063,45.47720717191696,0.2,-46.63176264762878
2,679936,27,0.20418759,146,-0.5434954,0.116357421875,317.1469421386719,0.011626318,0.41830718517303467,3310,0.0001,0.0032784702285425737,1.2094184160232544,300.0919532775879,0.2,-46.64676067829132
3,681984,42,0.20464078,145,-22.614735,0.059765625,174.53721618652344,0.006163898,0.3996381163597107,3320,0.0001,-0.0019462756492430345,1.2096333503723145,370.509046459198,0.2,-46.648159527778624
4,684032,56,0.20472793,145,7.187239,0.141015625,33.549224853515625,0.020114537,0.3875696659088135,3330,0.0001,-0.006234633926942479,1.2105712890625,90.13621335029602,0.2,-46.65811204910278
5,686080,70,0.20507993,145,1.8133667,0.0318359375,69.73209381103516,0.0064677987,0.415746808052063,3340,0.0001,-0.0015978727547917514,1.210849642753601,314.69647641181945,0.2,-46.67492835521698
6,688128,84,0.20545433,144,0.64260596,0.071142578125,422.0105285644531,0.008632284,0.32109880447387695,3350,0.0001,-0.005182303760375362,1.2110346555709839,500.04857749938964,0.2,-46.68117234706879
7,690176,99,0.20548642,144,-0.052478056,0.066552734375,216.77272033691406,0.007903521,0.2245795726776123,3360,0.0001,-0.004536083295533899,1.211186170578003,336.27527542114257,0.2,-46.68558490276337
8,692224,113,0.20575608,144,4.9853888,0.202197265625,19.320533752441406,0.021872401,0.7541905790567398,3370,0.0001,-0.0020480275285081006,1.211569905281067,41.77659342288971,0.2,-46.689662075042726
9,694272,127,0.20609026,144,-2.191139,0.129296875,200.6348419189453,0.014395794,0.383953332901001,3380,0.0001,0.004801613197196275,1.212303876876831,384.1536612033844,0.2,-46.70330321788788
10,696320,142,0.206401,144,-19.699709,0.041796875,147.27682495117188,0.006090912,0.38928794860839844,3390,0.0001,-0.00023504141572630032,1.2126944065093994,329.9424970626831,0.2,-46.71875696182251
11,698368,156,0.20636414,144,2.961393,0.1248046875,25.09747314453125,0.015385299,0.563780814409256,3400,0.0001,-0.0017456633169786074,1.2134859561920166,80.984046459198,0.2,-46.73149147033691
12,700416,170,0.20664586,143,-0.75727594,0.046240234375,150.1894073486328,0.012327742,0.36407989263534546,3410,0.0001,-0.0026344698344473727,1.2140963077545166,245.08223323822023,0.2,-46.74762315750122
13,702464,184,0.20714022,144,-0.2054642,0.03330078125,146.64199829101562,0.0046824026,0.40364986658096313,3420,0.0001,-0.0035999383762828074,1.2143068313598633,286.5796689033508,0.2,-46.7597660779953
14,704512,199,0.20722838,143,-4.6659155,0.075244140625,285.0628662109375,0.01050445,0.15305155515670776,3430,0.0001,-7.892078283475712e-05,1.2144228219985962,448.8253133773804,0.2,-46.7630362033844
15,706560,213,0.20745225,143,-2.7969692,0.197412109375,17.99580955505371,0.018302228,0.6577527821063995,3440,0.0001,-0.008244633459253237,1.2156184911727905,48.27706068754196,0.2,-46.77929122447968
1,708608,14,0.207932,145,-0.2835188,0.146923828125,83.39889526367188,0.015443113,0.357690691947937,3450,0.0001,0.001270873102475889,1.2168105840682983,418.6128166675568,0.2,-46.81193084716797
2,710656,29,0.20849039,138,-14.595265,0.030078125,93.4916763305664,0.0044356724,0.32562923431396484,3460,0.0001,-0.0055094101640861485,1.216923475265503,378.19456367492677,0.2,-46.82342102527618
3,712704,48,0.20847134,127,4.689313,0.1666015625,53.5382080078125,0.014552508,0.5454919338226318,3470,0.0001,-0.004696980891458225,1.2169311046600342,117.0522412776947,0.2,-46.82478530406952
4,714752,65,0.2088676,124,2.814529,0.07861328125,153.005126953125,0.009170385,0.2823554277420044,3480,0.0001,-0.004074390951427631,1.2174346446990967,412.1666877746582,0.2,-46.83005931377411
5,716800,82,0.2093527,124,1.2776344,0.08662109375,241.53695678710938,0.013831185,0.41592615842819214,3490,0.0001,-0.005056533578317613,1.2173444032669067,380.0526314735413,0.2,-46.834517335891725
6,718848,97,0.20938523,125,3.2572417,0.077978515625,192.7353515625,0.009196232,0.2896772027015686,3500,0.0001,0.001629797291388968,1.2175145149230957,411.6267624855042,0.2,-46.83538589477539
7,720896,113,0.2096019,126,-5.2227974,0.19267578125,17.556495666503906,0.017115304,0.73116534948349,3510,0.0001,-0.004647456426755525,1.219496250152588,43.14330645799637,0.2,-46.86158094406128
8,722944,128,0.20982425,127,0.650351,0.06162109375,122.29429626464844,0.007093585,0.4518454670906067,3520,0.0001,-0.003844718841719441,1.2193551063537598,372.1838751792908,0.2,-46.88399999141693
9,724992,144,0.21026738,127,-9.912803,0.145068359375,70.97061920166016,0.011686518,0.4234650731086731,3530,0.0001,0.0005251831629720982,1.2195539474487305,280.71999831199645,0.2,-46.885352683067325
10,727040,163,0.21034269,125,-4.0088973,0.031787109375,54.272117614746094,0.005672724,0.33010345697402954,3540,0.0001,-0.006841888261260465,1.2195736169815063,114.23207063674927,0.2,-46.886864471435544
11,729088,178,0.2108046,126,0.19276798,0.083203125,261.0741271972656,0.010828911,0.32409387826919556,3550,0.0001,-0.007727985088422429,1.2193739414215088,344.8945351600647,0.2,-46.8846795797348
12,731136,193,0.21133177,126,0.35999665,0.01708984375,414.3311767578125,0.002952403,0.3628074526786804,3560,0.0001,-0.003347590698103886,1.2195957899093628,493.33902130126955,0.2,-46.88591570854187
13,733184,208,0.21136062,127,-0.106977254,0.05615234375,218.8858184814453,0.0078638885,0.296251118183136,3570,0.0001,-0.003345889832417015,1.2199550867080688,399.4137948036194,0.2,-46.89134914875031
14,735232,225,0.21166298,126,0.039530944,0.274853515625,25.119098663330078,0.022941913,0.7568409889936447,3580,0.0001,-0.0051022499043028805,1.2228052616119385,41.19335309267044,0.2,-46.93782150745392
15,737280,243,0.2121062,126,0.32219836,0.0650390625,243.66055297851562,0.007861365,0.4128418564796448,3590,0.0001,-0.004040263927890919,1.2231214046478271,383.17209634780886,0.2,-46.9699944972992
1,739328,17,0.21263213,117,-24.347239,0.0068359375,156.98387145996094,0.003097769,0.41691452264785767,3600,0.0001,-0.004274763942521531,1.2233871221542358,388.47118339538576,0.2,-46.974219179153444
2,741376,32,0.21260956,124,2.484616,0.083154296875,104.71186828613281,0.009717153,0.43707209825515747,3610,0.0001,-0.002668444294249639,1.2235643863677979,135.72478547096253,0.2,-46.98048367500305
3,743424,47,0.21287705,128,1.2246397,0.05361328125,132.89488220214844,0.0077656144,0.3522355556488037,3620,0.0001,-0.005702065461082384,1.223909616470337,376.56150608062745,0.2,-46.98616464138031
4,745472,63,0.21350093,129,-0.81268466,0.02138671875,167.7008514404297,0.0030906063,0.3962097764015198,3630,0.0001,-0.0022442531015258284,1.223913550376892,317.6154935836792,0.2,-46.99151520729065
5,747520,78,0.21348979,129,1.1819916,0.076708984375,151.77662658691406,0.008628827,0.2973678708076477,3640,0.0001,-0.003539315809030086,1.223992943763733,461.3893678665161,0.2,-46.991048622131345
6,749568,94,0.21367729,130,0.48764133,0.103662109375,17.618213653564453,0.016075796,0.7516090273857117,3650,0.0001,-0.005807111792819342,1.2241711616516113,47.541408491134646,0.2,-46.99408688545227
7,751616,109,0.21396725,130,1.1298743,0.02802734375,124.32157897949219,0.006258949,0.37180960178375244,3660,0.0001,-0.00426515620056307,1.2243460416793823,388.3885431289673,0.2,-46.99868755340576
8,753664,125,0.21431951,130,-15.643442,0.0265625,163.9538116455078,0.004724144,0.3984987139701843,3670,0.0001,-0.0027922153123654423,1.2244811058044434,291.86798629760744,0.2,-47.00303647518158
9,755712,141,0.21424864,130,-3.5335371,0.047265625,52.570556640625,0.005125386,0.46587562561035156,3680,0.0001,-0.0023326474329223856,1.2245539426803589,112.76896777153016,0.2,-47.00465261936188
10,757760,156,0.21453011,130,2.171636,0.075146484375,84.68010711669922,0.010251391,0.3100396394729614,3690,0.0001,-0.010661551950033755,1.2243796586990356,259.2305302143097,0.2,-47.001599073410034
11,759808,173,0.2149209,129,-0.73482776,0.060595703125,115.26544189453125,0.0074638566,0.370442271232605,3700,0.0001,-0.006760712085815612,1.2244105339050293,335.47094230651857,0.2,-47.002317070961
12,761856,189,0.21494626,129,-2.4158833,0.01591796875,135.7731475830078,0.0033896216,0.2865701913833618,3710,0.0001,-0.00422025092120748,1.2244446277618408,317.77726182937624,0.2,-47.00261330604553
13,763904,206,0.21513087,129,1.11119,0.143896484375,15.800314903259277,0.01392778,0.6117134392261505,3720,0.0001,-0.0058587411709595475,1.2246813774108887,49.335553276538846,0.2,-47.00438108444214
14,765952,222,0.21547064,129,-0.03849031,0.07041015625,195.5197296142578,0.010646527,0.2748880982398987,3730,0.0001,-0.006538699583325069,1.225253939628601,313.7044395446777,0.2,-47.01342418193817
15,768000,238,0.2156474,128,-14.392619,0.039306640625,129.3961944580078,0.0064307526,0.35649609565734863,3740,0.0001,-0.0001895227818749845,1.225396752357483,322.5812024116516,0.2,-47.02390682697296
1,770048,15,0.21583886,132,1.1503328,0.135107421875,46.637962341308594,0.016663216,0.4734992980957031,3750,0.0001,-0.007666691853955854,1.2255409955978394,113.16704487800598,0.2,-47.02715649604797
2,772096,31,0.21613318,131,-0.8074551,0.05732421875,141.37586975097656,0.009778491,0.367043673992157,3760,0.0001,-0.007192200560530182,1.2264491319656372,259.6467202663422,0.2,-47.037575006484985
3,774144,47,0.21654542,129,2.5717456,0.118212890625,193.6114959716797,0.010640484,0.4180203676223755,3770,0.0001,-0.005724540412484202,1.2269617319107056,394.28827810287476,0.2,-47.05667986869812
4,776192,63,0.21654756,129,-1.7258536,0.088916015625,218.41836547851562,0.012408245,0.34954118728637695,3780,0.0001,0.002371786341245752,1.2274534702301025,330.7335205078125,0.2,-47.06983335018158
5,778240,81,0.21676664,126,3.1035986,0.1896484375,18.1649112701416,0.02379225,0.7200732827186584,3790,0.0001,-0.0034550209777080452,1.2289719581604004,52.29081282615662,0.2,-47.089429116249086
6,780288,97,0.21716413,126,1.5810351,0.043310546875,267.4710388183594,0.0048485287,0.4573516845703125,3800,0.0001,-0.0010894710016145837,1.2292265892028809,307.242246055603,0.2,-47.11391952037811
7,782336,114,0.21758945,125,38.676025,0.02783203125,131.39816284179688,0.004452381,0.4505210518836975,3810,0.0001,-0.004676852910779417,1.2294672727584839,342.47224736213684,0.2,-47.117225432395934
8,784384,131,0.21762913,124,-6.126846,0.144091796875,49.34876251220703,0.0140320305,0.48232197761535645,3820,0.0001,-0.0076217930938582866,1.2296295166015625,129.8923017024994,0.2,-47.12115724086762
9,786432,147,0.21785371,125,-3.931033,0.11005859375,315.70550537109375,0.010267075,0.39983147382736206,3830,0.0001,-0.004645870307285804,1.2298294305801392,341.3246183395386,0.2,-47.12998378276825
10,788480,163,0.21831821,125,-1.1688114,0.03173828125,216.51329040527344,0.0058871256,0.4250680208206177,3840,0.0001,-0.006691886461339891,1.23028564453125,334.7702117919922,0.2,-47.135941457748416
11,790528,180,0.2184007,124,0.18222745,0.13310546875,158.1057586669922,0.013536457,0.2681275010108948,3850,0.0001,-0.0010802158794831485,1.230270504951477,409.17376842498777,0.2,-47.13800613880157
12,792576,197,0.21867836,124,-1.98615,0.263525390625,26.008100509643555,0.028691778,0.7452825903892517,3860,0.0001,-0.0031083197362022476,1.2314010858535767,49.522923541069034,0.2,-47.157329368591306
13,794624,213,0.21902852,124,0.048044883,0.089208984375,119.05392456054688,0.007950765,0.428396999835968,3870,0.0001,0.0014780259298277088,1.2317098379135132,376.14049472808836,0.2,-47.16997814178467
14,796672,229,0.21946524,124,7.8045945,0.11689453125,97.06140899658203,0.014716513,0.43085408210754395,3880,0.0001,0.0009203369219903835,1.2322993278503418,340.0710785865784,0.2,-47.18256542682648
15,798720,247,0.21949369,124,-13.150282,0.100732421875,84.76294708251953,0.01940303,0.4050688147544861,3890,0.0001,-0.00482325587363448,1.232951283454895,118.1312801361084,0.2,-47.1944082736969
1,800768,16,0.21993306,122,2.874717,0.109326171875,119.21870422363281,0.014605172,0.4261869788169861,3900,0.0001,-0.0018294686466106213,1.2330067157745361,323.35714983940125,0.2,-47.20293221473694
2,802816,32,0.22050299,124,0.55468893,0.073583984375,90.56632232666016,0.009015808,0.37789076566696167,3910,0.0001,0.0018990835873410107,1.2329673767089844,470.11304807662964,0.2,-47.203422617912295
3,804864,48,0.22052513,125,-2.2850986,0.07861328125,174.11224365234375,0.009348147,0.2275579571723938,3920,0.0001,-0.005679126339964568,1.2333143949508667,448.8354458808899,0.2,-47.206693458557126
4,806912,64,0.22082107,127,2.9046192,0.19033203125,15.550631523132324,0.022433834,0.685413122177124,3930,0.0001,0.0016888018653844483,1.233368158340454,48.86503868103027,0.2,-47.21503500938415
5,808960,82,0.22129779,124,-0.39376023,0.05625,515.1749267578125,0.0062352396,0.46398454904556274,3940,0.0001,-0.0031980639672838152,1.2334870100021362,410.87848777770995,0.2,-47.212344360351565
6,811008,98,0.2216834,124,-0.058040358,0.02265625,127.72411346435547,0.0060645603,0.4778910279273987,3950,0.0001,-0.003333218256739201,1.2335699796676636,378.15160660743715,0.2,-47.21676077842712
7,813056,115,0.22182721,124,-12.845677,0.1529296875,79.9804458618164,0.019992094,0.5090797543525696,3960,0.0001,-0.002479192183818668,1.233841061592102,138.91738085746766,0.2,-47.22133347988129
8,815104,130,0.22223556,125,-4.272028,0.08701171875,215.65415954589844,0.013184547,0.3811870813369751,3970,0.0001,-0.0033942885340366045,1.2340459823608398,394.09807574748993,0.2,-47.22519941329956
9,817152,146,0.22280882,125,1.0479131,0.035546875,226.52391052246094,0.0030114285,0.46959662437438965,3980,0.0001,-0.0027117521240143105,1.234075903892517,435.22157163619994,0.2,-47.22810821533203
10,819200,165,0.22290716,123,-0.40965328,0.0443359375,194.8015899658203,0.006703501,0.381744384765625,3990,0.0001,-0.004667587192670908,1.234317660331726,438.2620483398438,0.2,-47.23185441493988
11,821248,181,0.22324437,123,-0.32170668,0.174609375,26.856157302856445,0.013994591,0.731523185968399,4000,0.0001,-0.0005245511143584736,1.2353652715682983,53.72363941669464,0.2,-47.245689678192136
12,823296,197,0.22377226,124,-0.6431647,0.22421875,265.1229248046875,0.027082602,0.3247656226158142,4010,0.0001,-0.0028984525430132634,1.236106514930725,498.05441598892213,0.2,-47.26638290882111
13,825344,214,0.22426707,124,10.3995495,0.13828125,254.98519897460938,0.011755654,0.3735961318016052,4020,0.0001,-0.003744089778047055,1.2362895011901855,498.52369298934934,0.2,-47.27682466506958
14,827392,231,0.22433093,123,5.7822213,0.079541015625,92.47920989990234,0.015398739,0.34856241941452026,4030,0.0001,-0.003315890912199393,1.236383318901062,147.7242301940918,0.2,-47.28193385601044
15,829440,248,0.22470723,123,2.7627482,0.06064453125,162.25,0.0111972,0.3076455593109131,4040,0.0001,-0.003495800431119278,1.236614465713501,460.49090895652773,0.2,-47.2835569858551
1,831488,14,0.225125,136,-0.5722858,0.0177734375,379.4603576660156,0.005468756,0.3842705488204956,4050,0.0001,-0.0017656504562182818,1.2367546558380127,507.1932036399841,0.2,-47.28861758708954
2,833536,30,0.22525626,133,-9.152755,0.03837890625,382.375732421875,0.005162089,0.3114032745361328,4060,0.0001,-0.004293943363882136,1.2368147373199463,479.11396007537843,0.2,-47.29221959114075
3,835584,46,0.22551563,133,2.8344533,0.269140625,21.37320327758789,0.025874883,0.6685938239097595,4070,0.0001,0.0005103415925987065,1.2384358644485474,50.90293502807617,0.2,-47.31436374187469
4,837632,63,0.225945,129,0.3822514,0.089990234375,296.088134765625,0.010240841,0.4131653904914856,4080,0.0001,-0.004905699047958479,1.238952875137329,419.167760848999,0.2,-47.33869202136994
5,839680,80,0.2263087,127,-15.306871,0.09033203125,175.613037109375,0.012970832,0.3977944850921631,4090,0.0001,-0.005908485353575088,1.2389434576034546,446.24695205688477,0.2,-47.343544006347656
6,841728,96,0.22624415,127,6.078485,0.063232421875,38.24907684326172,0.012739141,0.5043098330497742,4100,0.0001,-0.0017353641233057715,1.2388646602630615,114.14221558570861,0.2,-47.33939926624298
7,843776,112,0.22657934,127,1.4193679,0.12392578125,239.5470733642578,0.017624674,0.3528957962989807,4110,0.0001,-0.006875541814952158,1.2396681308746338,338.8403549671173,0.2,-47.348646783828734
